customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST3995,Female,1,No,Yes,62,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,64.38,3991.56,No
CUST3996,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,85.8,85.8,No
CUST3997,Female,1,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,73.48,1543.08,No
CUST3998,Female,0,No,No,62,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.15,4659.3,Yes
CUST3999,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card,35.69,2284.16,No
CUST4000,Female,0,No,No,56,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,67.48,3778.88,No
CUST4001,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,102.38,102.38,Yes
CUST4002,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,70.95,1489.95,Yes
CUST4003,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,39.97,879.34,Yes
CUST4004,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,61.34,3312.36,Yes
CUST4005,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,95.48,381.92,No
CUST4006,Female,0,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,33.5,2177.5,Yes
CUST4007,Female,1,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,78.05,3980.55,Yes
CUST4008,Female,1,Yes,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.53,7341.39,No
CUST4009,Female,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.03,870.45,Yes
CUST4010,Female,0,No,No,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,24.36,876.96,No
CUST4011,Male,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,83.31,2415.99,No
CUST4012,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.71,1284.92,No
CUST4013,Male,1,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,39.16,1801.36,Yes
CUST4014,Male,1,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,24.84,1713.96,No
CUST4015,Female,1,No,Yes,29,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,37.07,1075.03,Yes
CUST4016,Female,1,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.49,4958.03,Yes
CUST4017,Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,93.49,2337.25,Yes
CUST4018,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,54.19,867.04,No
CUST4019,Female,1,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,109.71,4498.11,Yes
CUST4020,Female,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86.52,5623.8,Yes
CUST4021,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,64.77,4469.13,Yes
CUST4022,Female,0,Yes,Yes,20,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,26.83,536.6,Yes
CUST4023,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.07,6421.83,No
CUST4024,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,57.55,2071.8,Yes
CUST4025,Male,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.28,2916.24,No
CUST4026,Male,1,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.83,2343.84,Yes
CUST4027,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,20.77,41.54,No
CUST4028,Female,1,No,No,29,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.26,2733.54,No
CUST4029,Female,1,Yes,No,16,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,34.53,552.48,No
CUST4030,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,72.06,2522.1,Yes
CUST4031,Male,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.61,1339.82,No
CUST4032,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.79,331.16,Yes
CUST4033,Female,1,No,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,56.95,3872.6,No
CUST4034,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,83.07,4236.57,No
CUST4035,Male,1,No,No,33,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,28.99,956.67,Yes
CUST4036,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,46.63,1119.12,No
CUST4037,Female,0,Yes,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.03,775.75,No
CUST4038,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,84.61,2369.08,Yes
CUST4039,Male,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,30.86,216.02,No
CUST4040,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,81.71,2941.56,No
CUST4041,Female,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,33.47,334.7,Yes
CUST4042,Male,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.34,4116.24,Yes
CUST4043,Female,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,61.64,1109.52,No
CUST4044,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,32.66,195.96,Yes
CUST4045,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.18,169.26,Yes
CUST4046,Female,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,52.94,635.28,Yes
CUST4047,Female,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,109.14,4474.74,No
CUST4048,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,34.38,2165.94,Yes
CUST4049,Female,1,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,99.08,2477,Yes
CUST4050,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.74,3272.22,Yes
CUST4051,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,100.29,3309.57,Yes
CUST4052,Male,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,107.43,644.58,No
CUST4053,Male,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.78,7426.36,No
CUST4054,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,26.82,1770.12,Yes
CUST4055,Male,1,Yes,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,99.63,896.67,No
CUST4056,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card,26.97,1806.99,Yes
CUST4057,Male,1,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,51.48,823.68,No
CUST4058,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,84.62,4654.1,No
CUST4059,Male,1,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,64.73,2589.2,Yes
CUST4060,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,76.53,1989.78,Yes
CUST4061,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,116.62,4431.56,Yes
CUST4062,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,101.87,3565.45,Yes
CUST4063,Male,1,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.37,3833.16,Yes
CUST4064,Male,1,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,79.99,4719.41,No
CUST4065,Male,0,Yes,Yes,14,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card,24.85,347.9,Yes
CUST4066,Male,0,Yes,No,47,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.29,3068.63,Yes
CUST4067,Male,1,Yes,Yes,71,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,80.84,5739.64,No
CUST4068,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,91.47,6585.84,Yes
CUST4069,Female,1,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.15,4626.3,No
CUST4070,Male,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,48.31,2463.81,No
CUST4071,Male,1,Yes,Yes,19,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,110.22,2094.18,Yes
CUST4072,Male,1,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,86.15,5685.9,Yes
CUST4073,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,27.76,1304.72,Yes
CUST4074,Female,1,Yes,No,65,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,58.03,3771.95,No
CUST4075,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,67.66,2841.72,Yes
CUST4076,Female,1,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,55.25,2099.5,No
CUST4077,Male,1,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,31.59,410.67,Yes
CUST4078,Female,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,75.16,3307.04,Yes
CUST4079,Male,1,No,No,24,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,33.18,796.32,No
CUST4080,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,111.5,3345,No
CUST4081,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,106.53,7457.1,No
CUST4082,Male,0,No,Yes,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,67.52,2565.76,Yes
CUST4083,Male,0,Yes,No,23,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,26.77,615.71,No
CUST4084,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,75.22,4287.54,Yes
CUST4085,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,79.22,1822.06,Yes
CUST4086,Male,1,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.84,3918.24,No
CUST4087,Male,1,Yes,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,26.75,1524.75,Yes
CUST4088,Female,1,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,89.21,89.21,Yes
CUST4089,Female,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.28,5492.16,Yes
CUST4090,Female,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,37.48,112.44,No
CUST4091,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,32.17,450.38,Yes
CUST4092,Male,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.4,3039.6,No
CUST4093,Male,1,No,No,70,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,53.98,3778.6,No
CUST4094,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,119.99,8279.31,Yes
CUST4095,Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,109.4,5579.4,Yes
CUST4096,Male,1,Yes,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,76.57,2220.53,Yes
CUST4097,Female,1,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,84.17,4040.16,Yes
CUST4098,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,35.89,574.24,No
CUST4099,Female,1,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,109.4,6235.8,No
CUST4100,Female,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,65.89,658.9,No
CUST4101,Female,1,No,No,19,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,72.14,1370.66,No
CUST4102,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,107.31,7189.77,No
CUST4103,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,20.63,742.68,No
CUST4104,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,69.43,277.72,Yes
CUST4105,Male,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.68,2728.44,No
CUST4106,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,35.93,1006.04,Yes
CUST4107,Female,1,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,26.83,241.47,No
CUST4108,Female,1,No,No,6,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.49,440.94,No
CUST4109,Male,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.75,3662.75,Yes
CUST4110,Female,1,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.03,1166.66,No
CUST4111,Female,1,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,108.22,5194.56,No
CUST4112,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,50.11,1052.31,Yes
CUST4113,Female,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,71.65,2364.45,Yes
CUST4114,Female,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,38.67,2165.52,No
CUST4115,Male,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,21.12,612.48,No
CUST4116,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,62.6,3317.8,Yes
CUST4117,Male,1,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.69,2907.6,No
CUST4118,Female,1,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,96.47,1736.46,No
CUST4119,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.88,3049.36,Yes
CUST4120,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card,47.87,622.31,No
CUST4121,Male,1,No,No,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,80.42,2171.34,No
CUST4122,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.12,3603.44,Yes
CUST4123,Female,1,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.34,1950.3,Yes
CUST4124,Female,1,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,111.03,333.09,No
CUST4125,Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,73.67,1620.74,Yes
CUST4126,Female,1,Yes,No,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,40.05,1081.35,No
CUST4127,Male,1,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,87.09,4789.95,No
CUST4128,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,100.31,6720.77,Yes
CUST4129,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,95.85,3163.05,No
CUST4130,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,79.95,159.9,No
CUST4131,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,71.96,3310.16,No
CUST4132,Female,1,No,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,97.73,3225.09,Yes
CUST4133,Female,0,No,No,58,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,90.81,5266.98,No
CUST4134,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,77.15,540.05,No
CUST4135,Male,0,No,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,85.77,1286.55,No
CUST4136,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.86,958.36,No
CUST4137,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,21.99,241.89,Yes
CUST4138,Male,1,Yes,No,38,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,113.11,4298.18,No
CUST4139,Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,113.53,3065.31,Yes
CUST4140,Female,1,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,98.8,691.6,No
CUST4141,Female,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,57.23,57.23,Yes
CUST4142,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.08,736.68,Yes
CUST4143,Male,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,55.73,1671.9,No
CUST4144,Female,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer,92.62,740.96,No
CUST4145,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,53.52,160.56,No
CUST4146,Male,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,99.59,5477.45,Yes
CUST4147,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card,87.3,1309.5,No
CUST4148,Female,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,83,2988,Yes
CUST4149,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,113.02,678.12,No
CUST4150,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,109.34,4592.28,Yes
CUST4151,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.17,4558.5,No
CUST4152,Male,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,39.92,718.56,No
CUST4153,Male,1,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,113.89,5694.5,No
CUST4154,Male,0,No,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,42.71,1281.3,Yes
CUST4155,Female,0,Yes,No,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.26,2233.14,No
CUST4156,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,102.68,1232.16,Yes
CUST4157,Female,1,Yes,Yes,59,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.87,2411.33,No
CUST4158,Female,1,No,Yes,44,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.86,3689.84,Yes
CUST4159,Male,1,No,Yes,4,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer,65.78,263.12,Yes
CUST4160,Male,1,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,82.4,2966.4,No
CUST4161,Female,0,No,Yes,48,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,115.81,5558.88,Yes
CUST4162,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,100.84,1411.76,Yes
CUST4163,Female,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,49.58,2429.42,No
CUST4164,Female,1,No,Yes,67,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,25.73,1723.91,Yes
CUST4165,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,116.7,1050.3,No
CUST4166,Female,1,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,78.52,1648.92,No
CUST4167,Female,1,No,No,72,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,37.31,2686.32,No
CUST4168,Male,1,Yes,No,16,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,82.71,1323.36,Yes
CUST4169,Female,1,No,No,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,24.22,387.52,Yes
CUST4170,Female,1,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,38.75,1085,Yes
CUST4171,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,83.26,4246.26,No
CUST4172,Female,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,60.25,3374,Yes
